id,name,yearpublished,minplayers,maxplayers,description,average,bayesaverage,playingtime,minage,thumbnail,image
"384,TurfMaster,turfmaster horserace game player play quotmeetquot race   board twoside hurdle provide player choose flat racing steeplechase race fence horse jumpplayer deck   movement card dice horse colour   card randomly select race card leave draw use race   card play race remove gamea round consist part   player simultaneously select card number play card able position order   single pair dice roll player roll player rotate game   player roll dice decide horse value dice horse position orderlike real horse race inside position important   game rule lane change blocking handicap leader restrict value card player horse spot able play horse spot dice roll   try counter player quotjokerquot card avoid handicap spot   steeplechase introduce additional rule jump fence   horse force pull short fence block land safely occasionally fall movement end fence   take movement point jump   player need plan move carefully prevent player get movement avoid have player themthe horse finish race award point final totalthe game come version   regular version singlecolour plastic horse quotdeluxequot version handpainte pewter horse jockey wear different coloured jersey   little protective case    addition track available   course collection purchase separately webpublished collection,1998,1.9579,7.24498,6.12597,1.53342,2,8,9.428571428571429,336.125,8,""['4', '5', '6', '7', '8']"",855,171,397,95,75,75,75,10,982,0,1,3,0,0,,0,https://cf.geekdo-images.com/CFHt1QjC5wrqgUbGkALSlg__original/img/LQExn-kA3uxS6ujqHolG0z5nVpo=/0x0/filters:format(jpeg)/pic289677.jpg,2009,21926,21926,513,358,21926,21926,21926,21926,1,0,0,1,0,0,0,0",,0,0,0,,,,30,1,,
386,Pirateer,1978,2,4,object game steal treasure ship home port capture opponent   ship movement restrict dice roll sixside dice obstacle trade wind currentsthe theme game player assume role different band ship port flagnine extra scenario include   quotshipwreckquot quotnukeateerquot   include   player require game mensa selectth anniversary edition mendocino games   release long tin box twentieth anniversary edition add mimic original cardboard packaging early versionscreate scott peterson   game originally name pr,,,30,1,,
387,Corruption,2000,3,7,describe designer cross doris amp franks banana republic stud poker game casts player construction company owner seek bribe government official lucrative building contract   turn new contract grab player compete place secret bribe amount   end round offer bribe money contract get   special card back look like bribe card alter contest significantly bribe card recycle round special card,,,30,1,,
388,Finale,1998,2,2,game kosmos twoplayer series game cast player soccer football coach opposite team   player use special square card represent player position striker midfielder defender goalie   turn player offense base simultaneous selection card respective play book   player allocate player current play rotate player   player card number soccer ball edge tell skill point player contribute give play player thusly rotate actually weaken usereimplemented     tooor,,,30,1,,
389,Die Mauer,1997,3,6,player matching set piece wall tower gate try clear hand deduct point turn player master builder player secretly choose piece fist reveal master builder choose uniquely piece add wall player choose exact match build insteadwall tower gate sit wallsplayer option fist master builder fist get pick hand player fist secretly pass piece master builder fist match master builder choice buildsplay continue player master builder somebody clear hand hold piece tower lose pt gate pt wall   pt play round tot,,,30,1,,
391,Ocean,1999,2,6,idea player populate ocean large school fish strategically place animal eat great value fishthe mechanic game simple ocean set column rest card divide deck fish animal fish card carry value     point eacha player fill hand card animal card animal card player possession place faceup animal color code specific ocean play ocean fish play oceanplayer alternate playing card ocean fish card play right ocean animal card play left respective home ocean contain maximum cardsthe idea time placement animal,,,30,1,,
392,Brawl,1999,2,7,cheapass game web site   november history   james ernest refine notion real time card game build real time card game fall multiplayer dealer create brawl twoplayer card game dealersummary brawl lightningfast combat game player burn card deck   second deck contain unique mix card deck require slightly different playing style winmechanic player take deck set quotbasequot card table begin play player play card hit block clear etc fast like try win base play hit deck freeze card base freeze game,,,30,1,,
393,Dinosaurs of the Lost World,1987,1,4,avalon hills family game appeal gamer   player control different expedition equip explore lose world   victory achieve find specie dinosaur collect specimen   game come modular board ensure game alike lot dinosaur standup piece   entertaining part game occur dinosaur chase expedition base campthis avalon hill game feature family game appeal strategy gamer increase replayability   board modular location dinosaur site require item completely random game   sort feature unusual german game s put din,,,30,1,,
394,Kahuna,1998,2,2,originally publish   arabanaikibiti designer publisher bambus spieleverlag reprint funagain kosmo kahuna ndash kosmos twoplayer series ndash well know implementation designit twoplayer game play board depict island player use card place bridge island remove opponent bridge majority bridge island place marker stone remove opponent bridge island ndash cause lose bridge majority adjacent island lose marker stone therethe game play round round end card face deck face card take point score island mar,,,30,1,,
396,Der dreizehnte Holzwurm,1998,2,6,game translate like thirteenth woodworm theme nt relevance game   similar kramer creation   nimmt hornochsen player put positive negative card group try resultant point avoid subject   game fall previous incarnation brainburning hornochsen strategic   nimmt,,,30,1,,
397,Diskwars,1999,2,8,             game system                  entry allow discussionrate game system specific product release version appear individual item page     fantasy theme miniature wargame miniature   play ubiquitous elf barbaric uthuk yllan stalwart dwarve vile undead medieval knight desert dwell acolyte mighty dragon kin vicious orcs   player choose faction available base game army point value battle build army doublesided cardboard disk battle   half army point faction remain point like aligned neutral ,,,30,1,,
"398,Wildlife Safari,wildlife safari originally publish amigo flinke pinke game painfully simple reiner knizia game different colored chip card zero color   card deal player turn play card take available chip   color card play game player use card play category value chip   high total value winsdescription   milton bradley reissue quandary   playersa game placement share nerve reiner knizia lovely edition nice heavy tile akin mahjong piece weight feel player turn lie number piece track curl centre share colour round end track fill scoring base total share multiply value final tile play track collect blue share ill try lie blue   near possible ll want play blue   raise possible score share different colour game different productiondescription   fantasy flight game reissue loco   playershere fourth version game originally flinke pinke time add quotrulequot play card value quotquot quotlocoquot aloud forfeit opportunity select color chip   apart game identicaldescription   eaglegryphon games game reissue botswana   playersthis fifth version game add safari theme rule gameplay unchanged original version rule animal noise chip replace plastic animal figure card cover match animal fur pattern   gryphon game release new edition game wildlife safari feature component artwork change title game,1994,1.2945,6.64268,6.21996,1.21329,2,5,6.7272727272727275,6.0,4,""['3', '4']"",3445,117,410,275,30,20,30,7,2862,0,8,0,2,1,Bookshelf (Gryphon Games),0,https://cf.geekdo-images.com/IUSMcTL4sRrx7QHop9ar2Q__original/img/OM9kHD1DPklV1KZ13ZYZuJFrfH0=/0x0/filters:format(jpeg)/pic5289262.jpg,1706,21926,21926,479,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0",,0,0,0,,,,30,1,,
399,Tom Clancy's Politika,1997,2,8,user reviewtom clancy famous author militarystyle thriller long wargaming fan enter wargame market politika produce company red storm entertainmentthe premise game yeltsin die power struggle faction russia control vast country game bill strategy game political intrigue modern day russia,,,30,1,,
400,Shanghai,1997,3,6,player bid right chose location marker player score have corresponding card location thing complicate fact payout card vary clock type mechanism goal game score point overtake nonplayer score token advance gameaward vuoden perhepelireimplement     holiday,,,30,1,,
401,Gold Connection,1992,2,4,borrowing element classic push luck game nt stop sackson place participant role gold looter game   player location inside vault fill gold bar   dice roll capture bar number idea biggernumbered bar far starting location turn difficult gold bar acquire   continue collect gold turn miss dice attempt decide ve collect turn,,,30,1,,
403,Elk Fest,1999,2,2,kosmos twoplayer series elk f elchfest player dexterity game player attempt navigate moose river series stone player turn flick   stone represent disk move moose say stone care take move one moose hoof moose rest atop stone player turn immediately end moose return previous position oppose player flick   stone winner person moose oppose river bankgame description publishertwo elk jule ole stare river longing greener grass elk set beat opposite bank elk f elk bank flick wooden disk table balance e,,,30,1,,
404,Worm Up!,1994,3,5,fun goofy game player control worm form linedup discs   turn consist player secretly choose dice want   choice simultaneously reveal player choose number lose movement turn   player worm accord dice take appropriate number disc worm add curve bit attempt cut worm movement,,,30,1,,
406,Meteo,1989,2,4,unusual game base theme building hotel cruise ship try ensure idyllic weather weather control clear tile overlay square board move   wind change limited turn,,,30,1,,
408,Zoon,1999,2,2,noncollectible card game come set prebuilt faction eg rhinogoth amp monkus warus amp boarix zoon war tribe genetic experiment human leave earth half human half animal zoon fight human observe behavior spacethe el moondo version come set faction deck contain rule fourplayer version addition standard twoplayer game,,,30,1,,
409,Dschungel,1999,2,4,paraphrased description game adlung spieletrappe jungle player race break engulfing maze undergrowth free path seemingly impenetrable primeval forest stage goal reach sure lose perspective,,,30,1,,
410,D'raf,1997,3,5,object game drive car table road lane contestant construct number gray road tile turn player select card     number space move reveal remember player duplicate card play previous player forward road card allow certain number road tile placement supply number maneuver turn damage current speed inflict careen car additionally percent tile special action associate car ability jump hit semitruck skid control plain slow cuz s smokey comin flipside game car reach edge table give game variable ending p,,,30,1,,
412,Yukon Company,1999,4,6,yukon company play trader alaska buy good dawson city take prospector creek try money possible inevitable end gold rush,,,30,1,,
413,Die Erben von Hoax,1999,3,8,reworking old eon game know simply hoax   new addition include new character point system replace allornothe nature accusation   basic idea pretend somebody work goal figure people player assign seven different character   unique ability   pretend character use corresponding power ability acquire different type good spend clue opponent identitie majority player think pretend character admit character permanently lose use power reveal win gameis reimplementation     hoax,,,30,1,,
414,Around the World in 80 Days,1986,2,6,world   day game simulate jule verne book game publish ravensburger confuse quotaround worldquot game verne connection especially alga edition jorden runt p   dagar publish yearplayer start london race world skillful use card player try londonthis action game dice card represent different travel mode player try use card play one card turn allow bonus,,,30,1,,
415,Espresso,1995,2,6,espresso essentially multiplayer version standard solitaire patience game play real time like traditional card game racing demon significant difference gameeach player identical set   card     color stack   randomly deal quotespressoquot stack   get rid play common stack center table stack build     single color player   faceup card help turn card rest deck provide alternative,,,30,1,,
416,A to Z,1992,2,4,player receive plastic board   space label z x y share space playing board space mark    hand   player take turn move single pawn board land space player draw card   category look die roll card read correspond category land     second think word category word come cover appropriate space plastic board chip aim fill land hand   second choose player word think pull chip board start appropriate letter land   space cover   space board free handy q x y zthe timer obnoxiously loud intent distracting f,,,30,1,,
417,Edison & Co.,1998,2,4,mad professor test experimental racing machine lab roof player favorite machine set movement card racer secret score card score card show actual result want achieve player want   car finish different order movement card   function show number space direction   vehicle   available start order change turn player choose card available choose different type card rd player type final player decide car move   car choose possible car board random oil patch hazard,,,30,1,,
420,Rail Baron,1977,3,6,rail baron early train game   boardgame railroad themeplayer train historical usa railroad line collect delivery payoff compete purchase railroad order assemble network give access important map destination simultaneously try prevent opponent sofrom box avalon hill bookshelf gameonly americayou live heyday locomotive jay gould add railroad vast railroad empire flush success retire sartorial splendor pullman palace car dream end awaken reality thought quotjust fantasyquot ahh grace avalon hill dr,,,30,1,,
"421,1830: Railways & Robber Barons,  famous xx game thing gamer like game game chance element player wish play game move outcome alsothis game take basic mechanic tresham   add new element player seek money buy sell stock share company locate eastern united states map stock manipulation aspect game widelyregarde good board actually fairly abstract hexagonal system track tile place hex plus xx title add new different element game game feature private rail company extremely vicious robber baron orient stock market game finish bank run money player force declare bankruptcy player great personal holding winsthe   version   publish mayfair game partnership lookout game germany publication develop license francis tresham cooperation bruce shelley original   developer version contain rule component francis treshams original classic design fasterplaying basic game new variant world good railroad game developer,1986,4.1642,7.86873,7.25967,1.61774,2,7,14.636363636363637,1.64,5,""['3', '4', '5', '6']"",7548,429,1502,542,360,180,360,14,4954,0,4,10,0,0,18xx,0,https://cf.geekdo-images.com/3EmD1SEI5fVpR4rbdkU0AA__original/img/M6qiL7ZNU_mjgZXHZjOrVxNamfU=/0x0/filters:format(jpeg)/pic882119.jpg,216,123,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0",,0,0,0,,,,30,1,,
422,1835,1990,3,7,xx game take basic mechanic tresham   add new element   player seek money buy sell stock rail company locate german map board actually fairly abstract hexagonal system track tile place hex   player buy sell stock share company action control majority stockholder   stock manipulation aspect game brutal    plus xx title add new different element gamethis game feature minor rail company layer stock offering formation prussian railroad minor company game finish bank run money player great personal h,,,30,1,,
"423,1856: Railroading in Upper Canada from 1856,xx game take basic mechanic tresham   add new element player seek money buy sell stock rail company locate map eastern canada board actually fairly abstract hexagonal system track tile place hex player buy sell stock share company action control majority stockholder stock manipulation aspect game widelyregarde good plus xx title add new different element gamethis game feature formation canadian government railroad government loan major obstacle railroad growth game finish bank run money player go bankrupt player great personal holding win,1995,4.2485,7.51252,6.37336,1.59308,3,6,14.333333333333334,1.4444444444444444,4,""['3', '4', '5', '6']"",1730,128,298,169,300,300,300,14,1270,0,0,0,0,0,18xx,0,https://cf.geekdo-images.com/zqZhLWMGNSHmWtRTWHEKYQ__original/img/73fmUuEnpamo0BpxdvoSTJ-eFKM=/0x0/filters:format(jpeg)/pic159311.jpg,1299,646,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0",,0,0,0,,,,30,1,,
424,1870: Railroading across the Trans Mississippi from 1870,1992,2,6,xx game take basic mechanic tresham   add new element player seek money buy sell stock rail company locate map central united states board actually fairly abstract hexagonal system track tile place hex player buy sell stock share company action control majority stockholder stock manipulation aspect game widelyregarde good   plus xx title add new different element gamethis game feature private company special moneymaking capability sizeable map encourage share company profitable   game finish ban,,,30,1,,
425,Thunder's Edge,1999,3,5,websitethunder edge sciencefiction board game politic strategy giant mecha player player control earth faction try exert power planet thunder edge win player gain support important lobby group government hold key location thunder edge military force fight control vital offworld locationsfrom review nickjostplay begin set board board compose hex la settler catan hex deal player look deploy face time player receive initial allotment money spend money purchase unit initial planetfall money nt spend,,,30,1,,
426,The Battle of the Bulge,1981,2,2,battle bulge historically correct recreation famous world war ii campaign   st airborne division hopelessly encircled bastogne german commander demand surrender general anthony mcauliffe reply demand simple word quotnutsquotthe game scale   km   mile hex   hour turn unit regiment brigade   counter include blank,,,30,1,,
427,Grass,1980,2,6,regard distant cousin french card game mille borne card game cast player dope dealer look quick buck sell pot   player seek add drug deal card varied monetary value stash attempt interfere turn   player squirrele away   declare winnerreimplement     mille borne,,,30,1,,
428,Galopp Royal,1995,3,6,ostensibly racing game   quotrace sedan chair garden versaillesquot game   heart galopp royal auction round precede race jumble bluffing bidding amp wild swing luck,,,30,1,,
429,Magalon,1998,2,4,rivalry wizard player wizard travel mysterious forest magalon search magic item allow admission prestigious quotcouncil quot collect   magical item   amulet power stone wisdom ring immortality possess   object admit councilthe aim player return entrance forest wizard arrival departure square having collect necessary   item,,,30,1,,
430,Asterix: Das Kartenspiel,1990,2,5,year   bc gaul entirely occupy romans entirely simple card game theme famous comic graphic novel indomitable gauls bash unfortunate roman player set card asterix obelix getafix cacofonix amp vitalstatistix number     card have different combination   magic potion act tiebreak deck   roman soldier range cook crismus bonus amp julius compete turn scoring card show player select gaul card high win roman discard win card player return card hand fight pirate card reduce winning dogmatix card allow pl,,,30,1,,
431,Alhambra: The Card Game,1992,2,6,alhambra card game game inspire name popular awardwinning game franchise alhambrathis game release different version core rule different theme   release game rethemed call stimmt alhambra card game popular game alhambra franchise relate awardwinning game alhambra   alhambra derive stimmt original version game al capone publish   selfpublishe company dbspiele own game designer dirk hennthe retheming stimmt alhambra card game result game different theme minor difference change stimmt alhambra card,,,30,1,,
"432,6 nimmt!,  nimmt aka category   name want score point possibleto play game shuffle   number card lie card faceup start row deal card player turn player simultaneously choose reveal card hand add card row card place ascend order base number specifically card place row end high number s card number sixth card place row owner card claim card sixth card card new rowin addition number     card point value finish round player tally score game end category   end player score great   example   nimmt end top   happen player few point win nimmt work   player dynamic gameplay change player variant game use   card   card   card etc instead   card etc number player change allow know card play allow track card play theoretically well choice card play,1994,1.2053,6.92892,6.80372,1.26224,2,10,7.584905660377358,21.038095238095238,5,""['4', '5', '6', '7', '8']"",31571,279,1740,1505,45,45,45,8,22670,0,38,4,8,0,6 nimmt!,0,https://cf.geekdo-images.com/JFhLVSRFQ2mtWRNHgbZ3Wg__original/img/9fIiXGmstIfL7rLvn9pNXM1Bw6Q=/0x0/filters:format(jpeg)/pic2602138.jpg,597,21926,21926,169,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0",,0,0,0,,,,30,1,,
433,Shark,1987,2,6,shark stocktrade game slightly reminiscent acquire abstract play game board determine share value company   similarity end shark freewheeling acquireeach player buy maximum   share total turn sell unlimited share turn turn roll dice determine company affect region place company marker     place company marker increase company share price pay way place marker player get money equal new price secondly player pay increase multiply number share own     wealth risk place   way bring company markergro,,,30,1,,
434,Yucata',1996,2,4,simple movement game theme mayan graphic player   card number     action leapfrog stone track initial stone lay track collect pass accord color throw stone away end stone leave win game different variant initial layoutonline play      yucata turnbase,,,30,1,,
436,Canyon,1997,3,6,canyon tricktaking game player try predict exactly trick   number card hand increase decrease size   correct prediction give marker movement point scoring track depict river canyon main feature interest section quotrapidsquot near finish line marker quotcaught currentquot send space hand correct predictionreimplement     bid   bluffexpande     grand canyon,,,30,1,,
"437,Master Labyrinth,early master labyrinth different   dragonthemed master labyrinthpart ravensburger labyrinth games series game base simple original labyrinth game play board maze tile straight l t shape corridor randomly arrange   player represent board little wizard pawn   player wizardsintraine charge explore maze find ingredient number chip need wizard   trick chip claim numerical order   novel aspect game player mutate maze slide tile board hopefully enable travel ingredient   twentyone item claim high total score win player hold secret recipe worth bonus point able capture specific ingredient,1991,1.7938,6.29365,5.95251,1.21403,2,4,8.307692307692308,31.0,2,""['2', '3', '4']"",4862,45,164,194,30,20,30,10,2540,0,7,0,3,1,Labyrinth,0,https://cf.geekdo-images.com/aO1Yr8UG_2EsWh3s2WoF4g__original/img/UX6fkyg90dLUn0OY5GjTt1ejdfU=/0x0/filters:format(jpeg)/pic2888783.jpg,2774,21926,21926,857,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0",,0,0,0,,,,30,1,,
"438,Scotland Yard,scotland yard player take role mr x job point point map london take taxi bus subway detective ndash remain player act concert ndash similarly effort space mr x criminal mode transportation nearly know exact location know intermittently gamethe   fare ticket   black   pink underground   green bus    yellow taxisimilar     fury dracula     clue great museum caper     ghost chase     letter whitechapel     garibaldi escape,1983,1.9547,6.51192,6.36965,1.27186,3,6,8.802631578947368,81.08333333333333,5,""['2', '3', '4', '5', '6']"",24773,106,998,949,45,45,45,10,14960,0,8,0,11,0,,0,https://cf.geekdo-images.com/NbHZjHmQcA5_TenhVJtJ3w__original/img/qFCcZlvle2mEEI9NuK6mVra7JNY=/0x0/filters:format(jpeg)/pic4527702.jpg,1312,21926,21926,426,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0",,0,0,0,,,,30,1,,
440,Zoff in Buffalo,1998,2,5,year buffalo city go beef crazy cowboy drive cow big auction wild west player attempt find grazing cow limited pasturewhich beef baron cleverly play cardsplayer   card play specify number cow   round feature simultaneous selection     card designation pasture number pasture game depend number player ll try place cow   tricky start rule player exactly number cow give pasture   plan   cow certain pasture somebody exactly   turn come ll     somebody exactly   ll     detrimental gameplan nt play cow,,,30,1,,
441,Filthy Rich,1998,2,5,filthy rich card game play binder   page ultra pro card protector page   player launch business billboard form card place page   number roll business dice correspond billboard pay   income spend acquire luxury player luxury win   luxury business tax value randomlytriggered tax phase   pay taxis liquidate empire   special action card event add light fun game,,,30,1,,
"442,Um Reifenbreite,translate quotby width tirequot game cover tour de francetype bicycle race   player take control fourmember racing team goal score point possible team   movement primarily handle dice limited card set partially replace die result   add unique rule allow rider draft multiple kind road surface game offer race fanshomas tour original edition cycle racing game later know um reifenbreite copy original game destroy warehouse fire   combination sudden rarity recognition good game mean homas tour desirable particularly collector save money enjoy um reifenbreite,1979,1.9591,6.80103,6.23631,1.33855,2,4,8.727272727272727,92.3529411764706,4,""['3', '4']"",3718,162,438,220,90,60,90,8,2242,0,6,0,0,0,,0,https://cf.geekdo-images.com/rAVVAKie8Ujp0wEZzAfBAQ__original/img/-obi9KyxHXw2VDktyR-yQVNnO-I=/0x0/filters:format(jpeg)/pic103131.jpg,1646,878,21926,451,21926,21926,21926,21926,21926,0,1,0,1,0,0,0,0",,0,0,0,,,,30,1,,
"443,Code 777,clever little game code   combine element good logical deduction game indian poker player receive rack keep tile draw pool tile seven different number seven different color   tile total rack turn away player sit circle player else tile turn player draw card question like quotdo yellow seven blue sevensquot help determine tile reasonably sure tile guess mdash wrong start fresh set tile code   explicitly inspire s head alex randolph credit robert abbott codesigne game base inspirationin   stronghold game release code   th anniversary deluxe edition add fifth player game symbol colorblindfriendly   stronghold game release code   th anniversary limit edition final edition stronghold gamesin   dicetree game release multilingual edition gamesimilar     s head     egghead     figure     amnesia     guess     coyote     pow wow     banana     s head,1985,2.322,6.72068,6.15939,1.4099,2,5,11.75,482.53846153846155,4,""['3', '4']"",2625,95,454,118,60,60,60,10,1996,0,2,0,1,1,Book Box (DiceTree),0,https://cf.geekdo-images.com/O-o5sVxmvFrHAJ_UT0UNrw__original/img/pRiqWT8bLjU_0JXTsoBUjS5Hi6o=/0x0/filters:format(png)/pic2552987.png,1903,21926,82,520,21926,21926,21926,21926,21926,0,0,0,1,0,1,0,0",,0,0,0,,,,30,1,,
444,Escape from the Hidden Castle,1989,2,8,bill children game escape hide castle aka midnight party hugo actually enjoyable adult light fun game player control number guest party number guest dependent number player guest start round space gallery game board guest space initial placement large player strategythe phantom quothugo ghostquot early version start cellar climb stair gallery guest circle mechanism phantom movement simple player turn roll special die get number move piece get phantom phantom move mean player game phantom move lo,,,30,1,,
445,Die Osterinsel,1994,3,4,simple game race end path turn figure place rock head figure number space move finisher rock head winsthe piece big honking moai easter island statue head plastic hollow game short simple huge strategy help player remember rock head,,,30,1,,
446,Avalanche,1965,2,6,player turn drop marble channel game try marble possible fall   impede motion marble plastic gate   gate catch marble hit subsequent marble roll swing forth marble hit base   logic player deduce way gate drop marble try result marble make game block potentially good opponent,,,30,1,,
449,The Great Balloon Race,1991,2,8,light game   light air   player start game card assign secret interest different balloon   balloon marker lovely little brightly colored plastic gadget turn roll die choose want   spot land free roll backwards   shucking jive balloon gradually float bump finish line whilst player feign disinterest color hope ll promote   balloon reach finish claim victory,,,30,1,,
450,Octi,1999,2,4,octi unique abstract strategy game    object piece opponent start point   octi   allow multiple jumping capturing special movement piece   player decide bring new piece upgrade exist piece piece   choice game staggering present entire new way think game     player team variant include rule,,,30,1,,
451,Beutelschneider,1997,3,4,translate cutpurse fairly unique entry tricktaking genre   suit relatively normal card worth point form gold coin value   special thing game trump suit assassin kill king adventurer seduce countess character interaction interesting aspect,,,30,1,,
452,Mummy Rummy,1994,2,5,session reportthis rummy base game try form set egyptian artifact card set deck   card quirk card image belong set score set deduct point card leave hand,,,30,1,,
454,Tante Tarantel,1991,3,5,tante tarantel auntie tarantula scoot round web gobble insect try escape web spiral roll die auntie turn bug exit space initially auntie good mood run bug bug larder soon escape lose temper kill catch game scoring track time bug catch escape marker move add number die roll auntie run web fast fast player share space time bump forth naturally nasty bug push auntys path certain death slightly confusing start actually simple game easily good dampf game original set wooden pawn bug dampf issue serie,,,30,1,,
455,Am FuÃŸ des Kilimandscharo,1995,2,4,simple knizia game child progress trail foot kilimanjaro play numbered card play card   pile opponent slow ahead trail card different type color canoe mule jeep foot   card type total   card match total   card nt match high numberin addition chance token lay trail facedown reveal reach banana mealbreak lion danger fall village swap tile let switch place trail playerthe player reach mountain win player exhaust deck furth trail winner,,,30,1,,
457,Jumbo Grand Prix,1998,2,5,goal jumbo grand prix create strong race car score race pointsevery player start   card   round try build competitive race car change card race car consist coachwork card tire card engine card driver card   round player race car race strength sum   play card strong combination high finish place case tie value driver decide complete car race coachwork tire engine value combination worth   point spite original value add value driver driver value total combination worth   pointswhen turn choose fol,,,30,1,,
458,Sherlock Holmes: The Card Game,1991,3,8,illustration original novel card game go way evoke feeling chase victorian london unmask moriarty villain player draw lay card sequence movement location info action detective villain train country find clue use disguise use inspector arrest alibi card opponent play end arrest successfully reveal villain player discard card villain escape scoring base card remain hand arresting guilty player catch villain hand reimplemente     holme,,,30,1,,
459,Ausgebremst,1993,3,6,basic system pioneer ave caesar racing game cast player race car driver   player use card car forward number space track choke point car race sidebyside unlike kramer detroitcleveland grand prix system   track construct doublesided halfboards combine number different way easy hard track   advanced game player movement card divide different way depend strategy wish employ give track,,,30,1,,
460,Railway Rivals,1979,2,6,classic simple railway racing game modern railroad game draw railway line hexboard use sort colored marker pen wipe damp cloth game game go phase initially draw track earn money link city number city join start race city choose randomly race simple diceroller st amp nd place prize money couple race draw track race onthe railway cost mountain etc give short route run parallel line cost simply link player track rent track player racethe board uk map map give amusing challenge game good repeat valu,,,30,1,,
461,Freibeuter,1998,2,4,freibeuter game play boat space allow   card ve draw hope capture team surround boat    play quotflye dutchmanquot place disappear soon capture   option position main dealmaker capture leave pay surround boat get money deal end game   timing course turn nice matter judgment,,,30,1,,
462,Esels-Rennen,1989,2,6,issue   few player second edition release     player board side race     colored donkey player give card secretly show donkey finish order different result card board show patchwork step field start finish space color arrow match donkey donkey space mark green arrow pointing leave green donkey space way space blue arrow point right blue donkey space way go final donkey block eventually donkey cross finish line player good matching result card win competitive puzzle game nice diversion awkward do,,,30,1,,
"463,Magic: The Gathering,             game system                  entry allow discussionrate game system specific product release version appear individual item page      official website   magic game play role planeswalkermdasha powerful wizard fight planeswalker glory knowledge conquest deck card represent weapon arsenal contain spell know creature summon fight youthis grandfather collectible card game ccg genre   card categorize common uncommon rare mythic rare   player collect card build deck collectionplayer build deck card duel opponent deck   player wizard attempt reduce opponent life total zero   player reduce opponent life zero meet set win condition win gamean important game deck construction prior actual game select card include particular deck   nearly   different card build deckcard land usually generate mana color spell require certain mana   card creature artifact enchantment stay board continue affect game onetime effectplayer randomly draw spell play turn   limit choice lot strategy play spell   robust list game mechanic include intricate rule reactive card play call quotthe stackquot provide rich tactic tough choice turnthough traditionally twoplayer duel casual tournament format magic allow player play,1993,3.2219,7.53543,7.36873,1.8389,2,2,11.34375,324.4182692307692,2,""['2', '2+']"",37465,224,668,2114,20,20,20,13,34127,0,39,131,0,0,Magic The Gathering,0,https://cf.geekdo-images.com/CxJmNl4wR4InjqyNrMdBTw__original/img/TKQgvl_i6zVYld8Gac8oU-c2ezE=/0x0/filters:format(jpeg)/pic163749.jpg,155,21926,21926,21926,21926,20,21926,21926,21926,0,0,0,0,1,0,0,0",,0,0,0,,,,30,1,,
464,Billabong,1992,2,4,geometrical racing game billabong player maneuver team kangaroo jump quotbillabongquot quota deadend channel extend stream riverquot term australia board checkerboardstyle square billabong middleon turn kangaroo usually move jump series jump kangaroo jump long kangaroo jump space away example landing space space option mdash kangaroo space mdash usually positioning tactic subsequent player kangaroo billabong finish line win,,,30,1,,
465,Zankapfel,1993,3,6,player turn move token matrix determine price different type apple adjust price player decide attempt sell particular apple type buy new apple player decide sell give variety bidding war take place reward newly adjust price swift kick tooth sell apple scoring token board score track game high pay player winnercontent board dice apple farmers mayor big apple apple card   colour plus   multicoloure contention card   colour harvest chip,,,30,1,,
466,Inkognito,1988,3,5,game description publisherthe goal agent inkognito complete mission partner beginning game player nt know mission fulfillin standard fourplayer game player guide secret agent character ally pair lord fiddlebottom colonel bubble partner agent x madame zsa zsa agent represent different figure different build tall short fat thin represent actual character control player figure represent spy friendly try confuse oppositionon turn player shake phantom prophecy randomizer determine available action eg,,,30,1,,
469,In Teufels KÃ¼che,1993,2,4,fun light children game translate quotin devil kitchenquot player little devil chef cap underworld collect pot try collect   point worth dish   game start player secretly assign value     milk pot color player turn place pot board     player turn consist roll dice move devil appropriately try player pot carry kitchen   devil bring milk kitchen explode devil carry remove game   large plastic stove middle board game exciting gimmick come play oppose devil share space start duel   player take turn ,,,30,1,,
470,Road to the White House,1992,3,6,extrapolate previewthe essence game move pawn country land city score quotvotesquot appropriate state proportional size city turn add vote state land inthere complication occur sit turn collect money money buy quotorganizationquot state act multipli subsequent vote state buy quotadvertisingquot   useful buy vote piddly state busy visit buy quotsurrogatesquot additional pawn travel garner vote like candidate buy quotspecial flightsquot help place luck dicethe characteristic game come quotissuesqu,,,30,1,,
471,Totem,1995,2,4,rule summary game cabinetthis little village arena game world jungle savanna mountain family live attempt garner prestige sign power status stand cottage totem pole   tall betterthe totem animal proud tschukka bird meat nourish innumerable generation village shaman village use bone cast spellsin game family generation goalyour family big reputable village totem pole part,,,30,1,,
